17702;8870;KUDI;MT;Choteau;Hi-Line Radio Fellowship, Inc.
17803;8870;KUHF;TX;Houston;University of Houston System,
17971;8870;KUNR;NV;Reno;Board of Regents of the Nevada System of Higher Education,
18103;8870;KUST;UT;Moab;Utah State University of Agricultural and Applied Science,
18198;8870;KUWK;WY;Kaycee;University of Wyoming,
18351;8870;KVCH;SD;Huron;VCY America Inc,
18482;8870;KVHI;TX;Raymondville;Vision Hispana Incorporated, Internacional
18519;8870;KVIT;AZ;Chandler;EAST VALLEY INSTITUTE OF TECHNOLOGY DISTRICT #401,
18569;8870;KVKR;SD;Pine Ridge;Southern Cultural Foundation,
19058;8870;KWDM;IA;West Des Moines;West Des Moines Community School District,
19375;8870;KWPR;NV;Lund;Nevada Public Radio Corporation,
19482;8870;KWTU;OK;Tulsa;University of Tulsa,
19755;8870;KXEH;MT;Victor;Hi-Line Radio Fellowship, Inc.
19896;8870;KXJS;CA;Sutter;California State University, Sacramento
19974;8870;KXMS;MO;Joplin;Missouri Southern State University,
19994;8870;KXNM;NM;Encino;KXNM Community Foundation,
20798;8870;KYSK;ID;Ririe;Watersprings Ministries,
20802;8870;KYSO;OR;Selma;K-LOVE, Inc.
21296;8870;KZLO;TX;Kilgore;K-LOVE, Inc.
21446;8870;KZRI;OR;;Educational Media Foundation,
21571;8870;KZWD;TX;Stinnett;THE SOLID ROCK FOUNDATION,
21842;8870;WAGO;NC;Snow Hill;Pathway Christian Academy, Inc.
21843;8870;WAGP;SC;Beaufort;Community Broadcasting Corp of Beaufort Inc,
22308;8870;WAYM;TN;Spring Hill;HOPE MEDIA GROUP,
22492;8870;WBFO;NY;Buffalo;Western New York Public Broadcasting Assoc,
22552;8870;WBHW;IN;Loogootee;Music Ministries Inc.,
22565;8870;WBIJ;SC;Saluda;Radio Training Network Inc,
22941;8870;WBWV;WV;Beckley;New River Christian Ministries, Inc.
22986;8870;WBYX;PA;Stroudsburg;Four Rivers Community Broadcasting Corporation,
22995;8870;WBYX;PA;Stroudsburg;Four Rivers Community Broadcasting Corporation,
23108;8870;WCDG;GA;Dahlonega;Legacy Broadcasting, Inc.
23199;8870;WCGT;PA;Clintonville;Family Life Ministries, Inc.
23497;8870;WCSF;IL;Joliet;University of St. Francis,
24007;8870;WDLV;FL;Fort Myers;K-LOVE, Inc.
24497;8870;WEER;NY;Montauk;Eastern Tower Inc,
24545;8870;WEGN;IL;Kankakee;Olivet Nazarene University,
24558;8870;WEHA;NJ;Port Republic;Spread The Gospel Inc.,
24898;8870;WEUC;KY;Morganfield;Eucharist Radio, Inc
25024;8870;WEYY;GA;Tallapoosa;The Power Foundation,
25405;8870;WFNP;NY;Rosendale;State University of New York,
25434;8870;WFOS;VA;Chesapeake;Hampton Roads Educational Telecommunications Association, Inc.
25880;8870;WGFW;VA;Drakes Branch;GOD'S FINAL CALL & WARNING, INC.
26013;8870;WGKZ;MI;;
26278;8870;WGVE;IN;;
26467;8870;WHCL;NY;;
26650;8870;WHJM;OH;Anna;Radio Maria, Inc.
26803;8870;WHPJ;MN;Hibbing;We Have This Hope Christian Radio, Inc.
27080;8870;WIAA;MI;Interlochen;Interlochen Arts Group,
27149;8870;WICR;IN;Indianapolis;University of Indianapolis,
27243;8870;WIGH;TN;Jackson;AMERICAN FAMILY ASSOCIATION,
27513;8870;WIQR;VA;Lexington;Virginia Tech Foundation , Inc.
27586;8870;WITM;IL;West Frankfort;Three Angels Broadcasting Network, Inc.
27665;8870;CIWN;ON;;
27828;8870;WJCU;OH;University Heights;John Carroll University,
27852;8870;WJDS;GA;Sparta;Augusta Radio Fellowship Institute, Inc.
27903;8870;WJFR;FL;Jacksonville;Family Stations, Inc.
28055;8870;WJLN;FL;White Springs;Faith and Action Community Outreach, Inc.
28073;8870;WJMF;RI;Smithfield;Bryant University,
28407;8870;WJZB;MS;Starkville;AMERICAN FAMILY ASSOCIATION,
28795;8870;WKNZ;DE;Harrington;The Bridge of Hope, Inc.
29180;8870;WLCU;KY;Campbellsville;Campbellsville University,
29294;8870;WLHE;KY;Cadiz;Madisonville Baptist Temple Inc.,
29650;8870;WLUW;IL;Chicago;Loyola University of Chicago,
30088;8870;WMLS;MN;Grand Marais;Minnesota Public Radio,
30115;8870;WMMT;KY;Whitesburg;Appalshop, Inc.
30150;8870;WMOC;GA;Lumber City;Full Gospel Church Of God Written In Heaven of Lumber City,
30354;8870;WMVY;MA;Edgartown;Friends of mvyradio, Inc.
30364;8870;WMWI;AL;;Miles College,
30433;8870;WMYZ;FL;The Villages;Central Florida Educational Foundation, Inc.
30534;8870;WNCW;NC;Spindale;ISOTHERMAL COMMUNITY COLLEGE,
30662;8870;WNHU;CT;West Haven;University of New Haven,
31176;8870;WOBO;OH;Batavia;Educational Community Radio, Inc.
31279;8870;WOFN;OH;Beach City;David Ingles Ministries Church Inc.,
31631;8870;WOTB;LA;Pearl River;New Horizon Christian Fellowship,
31867;8870;WPCD;IL;Champaign;Parkland College,
32070;8870;WPJY;WV;Blennerhassett;Positive Alternative Radio Inc.,
32256;8870;WPRC;IL;Sheffield;UNIVERSITY OF NORTHWESTERN - ST. PAUL,
32282;8870;WPSC;NJ;;
33168;8870;WRAE;NC;Raeford;AMERICAN FAMILY ASSOCIATION,
33316;8870;WRFW;WI;River Falls;Board Of Regents, Univ. Of Wisconsin System
33366;8870;WRHU;NY;Hempstead;WRHU-FM,
33367;8870;WRHV;NY;Poughkeepsie;WMHT Educational Telecommunications,
33636;8870;WRSE;IL;;Elmhurst University,
33652;8870;WRSU;NJ;;
33729;8870;WRVT;VT;Rutland;Vermont Public Co.,
33736;8870;WRWA;AL;Dothan;Troy University,
33809;8870;WRYV;PA;Milroy;Invisible Allies Ministries,
33966;8870;WSEW;ME;Sanford;Word Radio Educational Foundation,
34052;8870;WSIE;IL;Edwardsville;Board of Trustees of Southern Illinois University,
34066;8870;WSIS;MI;Riverside;Smile FM,
34106;8870;WSQA;NY;Hornell;WSKG Public Telecommunications Council,
34256;8870;WSQA;NY;Hornell;WSKG Public Telecommunications Council,
34290;8870;WSRI;IL;Sugar Grove;K-LOVE, Inc.
34466;8870;WSYC;PA;;
34836;8870;WTMI;NY;Fleming;Holy Family Communications,
35334;8870;WUFM;OH;Columbus;Spirit Communications, Inc.
35499;8870;WULV;WV;Moundsville;K-LOVE, Inc.
35525;8870;WUMV;NH;Milford;University of Massachusetts,
35666;8870;WUSG;MN;;
36385;8870;WVTX;VT;;Vermont Public Co.,
36601;8870;WWCF;PA;Mcconnellsburg;Cove Mountain Educational Broadcasting, Inc.
36850;8870;WWLU;PA;Lincoln University;Lincoln University,
37318;8870;WXDU;NC;Durham;Duke University,
37466;8870;WXJM;VA;Harrisonburg;James Madison University Board of Visitors / State of Virginia,
37617;8870;WXPH;PA;Middletown;The Trustees of the University of Pennsylvania,
37623;8870;WXPH;PA;Middletown;The Trustees of the University of Pennsylvania,
37944;8870;WYBW;FL;Key Colony Beach;Bible Broadcasting Network, Inc.
38395;8870;WYTF;MS;Indianola;AMERICAN FAMILY ASSOCIATION,
41392;8870;KAGU;WA;Spokane;Gonzaga University Telecomm Assoc,
41469;8870;KAJT;OK;Ada;Family Worship Center Church, Inc.
41970;8870;KMMK;IA;Coggon;PLUS Charities,
42025;8870;KGSF;AR;Huntsville;CSN International, Inc.
42593;8870;WELL;AL;;
42751;8870;WERN;WI;Madison;State of Wisconsin - Educational Communications Board,
42846;8870;WKMW;GA;;K-LOVE, Inc.
42875;8870;WKNZ;DE;Harrington;The Bridge of Hope, Inc.
43009;8870;WQKV;IN;Warsaw;K-LOVE, Inc.
43053;8870;WQMN;WI;Minocqua;RADIO 74 INTERNATIONALE,
43099;8870;WQOH;AL;;
43135;8870;WQPR;AL;Muscle Shoals;The Board of Trustees of The University of Alabama,
43370;8870;WWQK;TN;Oak Ridge;The Power Foundation,
44862;8870;KRKY;WY;;
44926;8870;WPRC;IL;Sheffield;UNIVERSITY OF NORTHWESTERN - ST. PAUL,
44930;8870;WREM;NY;Canton;St. Lawrence University,
45570;8870;CBC1; ?;;
45571;8870;CBC2; ?;;
45572;8870;CBCF1; ?;;
45573;8870;CBCF2; ?;;
45748;8870;XHEX;SI;;
49969;8870;CFUR;BC;;
50010;8870;CFWE;AB;;
50333;8870;CHIC;QC;;
50496;8870;CHOC;QC;;
50692;8870;CHVI;BC;;
51167;8870;CIMX;ON;Windsor;
51428;8870;CIWN;ON;;
52246;8870;CKAR;ON;;
52802;8870;CKVE;NS;;
52891;8870;CKYM;ON;;
52892;8870;CKYN;MB;;
53527;8870;K204DT;MO;Springfield;
53534;8870;K204DO;AR;Pine Bluff;
53577;8870;K204CR;KS;Mcpherson;
53582;8870;W204BF;IN;Fort Wayne;
53612;8870;K204CO;UT;Panguitch;
53623;8870;K204CZ;WA;Kennewick;
53632;8870;K204DZ;CO;Dove Creek;
53657;8870;K204GL;MT;Seeley Lake;
53658;8870;W204CJ;NY;Lake Placid;
53711;8870;K204BR;CO;Lake City;
53714;8870;K204EQ;OK;Woodward;
53727;8870;W204CD;FL;Panama City;
53733;8870;W204CT;PA;Pittsburgh;
53741;8870;W204BQ;SC;Andrews;
53754;8870;K204FX;MO;Mountain Grove;
53766;8870;K204DQ;KS;Wichita;
53778;8870;K204EL;MN;Warroad;
53786;8870;K204FG;ND;Bismarck;
53787;8870;K204BO;UT;Provo, Etc.;
53793;8870;W204BK;WI;Sherwood;
53824;8870;K204AV;OR;Lincoln, Etc.;
53845;8870;W204BW;FL;Gulf Breeze;
53864;8870;K220GA;CO;Lamar;
53876;8870;K204CD;KS;Tribune;
53882;8870;W204BR;SC;Manning;
53889;8870;K204DL;LA;Natchitoches;
53892;8870;W204CL;MD;Lexington Park;
53917;8870;K204DB;NM;Portales;
53932;8870;K204GS;TX;Borger;
53947;8870;K204DX;TX;San Antonio;
53954;8870;W204AQ;MI;Newberry;
53957;8870;K204GG;CA;Banning;
53968;8870;K204FP;TX;Childress;
53983;8870;K204GA;CA;Ferndale, Etc.;
53996;8870;W204BJ;NY;Old Forge;
54020;8870;K204BU;NM;Silver City;
54043;8870;K204AG;OR;Camas Valley;
54079;8870;K204EX;CO;Paonia;
54080;8870;W204CP;KY;Westport;
54098;8870;K204GU;OK;;
54101;8870;W204BL;FL;Gainesville;
54112;8870;K204AS;AK;Shungnak;
54119;8870;W204CU;OH;Findlay;
54121;8870;W204CH;VA;Fredericksburg;
54131;8870;K204DN;AR;Paragould;
54142;8870;W204CQ;OH;Piketon;
54162;8870;K204FB;SD;Rapid City;
54164;8870;W207CE;FL;;
54179;8870;W202CK;PA;Butler;
54188;8870;K204FY;OK;Fairview;
54201;8870;W204AL;SC;Kingstree;
54232;8870;K204GE;AK;Fairbanks;
54244;8870;W204AV;NC;Sanford;
54250;8870;K204GC;SD;Lead;
54262;8870;K204BW;CA;Death Valley, Etc.;
54280;8870;K204FR;NV;Lovelock;
54281;8870;K204FC;NE;Sidney;
54286;8870;K204BI;WA;Bellingham;
54303;8870;K204AL;ID;Pocatello, Etc.;
54310;8870;K204DK;CA;Chico;
54313;8870;K204GH;OR;Chiloquin;
54318;8870;W204BH;VA;Boones Mill;
54334;8870;W204BA;MD;Oakland;
54343;8870;W204CS;IN;Michigan City;
54359;8870;K204ET;WA;Aberdeen;
54381;8870;K204GJ;NM;Las Vegas;
54383;8870;W204BP;WI;Eau Claire;
54388;8870;W204BT;MS;Meridian;
54392;8870;W204BG;IL;Effingham;
54396;8870;W204CM;GA;Waycross;
54431;8870;K204CC;ID;Challis, Etc.;
54436;8870;K204GM;HI;Hilo;
54448;8870;K204CE;AZ;;
54460;8870;K204DI;AR;;
54493;8870;K204ES;MN;Brainerd;
54521;8870;K204EU;NV;Elko;
54614;8870;K204GR;MT;Livingston;
54670;8870;K204GT;CO;Estes Park;
60808;8870;KBPU;AR;De Queen;Feed Local Inc.,
4377;8890;KAKV;AR;El Dorado;K-LOVE, Inc.
4482;8890;KAOW;AR;Fort Smith;Community Broadcasting, Inc.
4558;8890;KARU;OK;Cache;K-LOVE, Inc.
4670;8890;KAWC;AZ;;
4683;8890;KAWP;AZ;Parker;Arizona Western College,
5321;8890;KBVD;CA;Alturas;OpenSkyRadio,
5705;8890;KCJX;CO;Carbondale;Roaring Fork Public Radio, Inc.
5923;8890;KCSH;WA;Ellensburg;LifeTalk Radio, Inc.
6548;8890;KSDW;CA;Temecula;K-LOVE, Inc.
6665;8890;KDUV;CA;Visalia;Community Educational Broadcasting, Inc.
6953;8890;KEFX;ID;Twin Falls;CSN International, Inc.
7150;8890;KENM;NM;Tucumcari;Eastern New Mexico University,
7311;8890;KETR;TX;Commerce;Texas A&M University - Commerce,
7331;8890;KEUL;AK;Girdwood;Girdwood Community Club,
7883;8890;KFPR;CA;Redding;Chico State Enterprises,
7921;8890;KFRD;MT;Butte;Family Stations, Inc.
8459;8890;KGLV;KS;Manhattan;K-LOVE, Inc.
9044;8890;KHII;NM;Cloudcroft;Southern New Mexico Radio Foundation,
9064;8890;KHJC;HI;Lihue;CSN International, Inc.
9236;8890;KHPS;TX;Uvalde;Houston Christian Broadcasters, Inc.
9565;8890;KICJ;IA;;Iowa Public Radio, Inc.
9908;8890;XHKOK;GR;;
10233;8890;KJCB;MT;Lockwood;CSN International, Inc.
10253;8890;K205FX;MO;St. Joseph;
10338;8890;KJGC;KS;Garden City;Great Plains Christian Radio, Inc.
10388;8890;KJIA;IA;Spirit Lake;Minnesota Iowa Christian Broadcasting Inc,
10419;8890;KJJF;TX;Harlingen;Relevant Radio, Inc.
10445;8890;KJKF;OR;;Educational Media Foundation,
10481;8890;KJLP;AK;Palmer;Christian Broadcasting, Inc.
10486;8890;KJLU;MO;Jefferson City;Missouri State of Lincoln University,
11609;8890;KLCZ;ID;Lewiston;Idaho State Board of Education,
11623;8890;KLDN;TX;Lufkin;Board of Supervisors of Louisiana State University A & M College,
11838;8890;KLLU;NM;Gallup;K-LOVE, Inc.
11901;8890;KLOF;WY;Gillette;K-LOVE, Inc.
11917;8890;K205DV;OR;La Grande;
12090;8890;KLVM;CA;Santa Cruz;K-LOVE, Inc.
12615;8890;KMPR;ND;Minot;Prairie Public Broadcasting, Inc.
12709;8890;KENM;NM;Tucumcari;Eastern New Mexico University,
12914;8890;KNBE;NE;Beatrice;Family Worship Center Church, Inc.
13052;8890;KNGM;OK;Guymon;Great Plains Christian Radio, Inc.
13062;8890;KNGW;AK;Juneau;CSN International, Inc.
13204;8890;KNMI;NM;Farmington;K-LOVE, Inc.
13291;8890;KNPR;NV;Las Vegas;Nevada Public Radio Corporation,
13369;8890;KNSR;MN;Collegeville;Minnesota Public Radio,
13596;8890;KOBK;OR;Baker City;Oregon Public Broadcasting,
13759;8890;KOHR;WY;Sheridan;Hi-Line Radio Fellowship, Inc.
13866;8890;K205FT;WA;Yakima;
13964;8890;KOPO;HI;;
14050;8890;KOSW;WA;;
14490;8890;KPJU;TX;;
14532;8890;KPLK;WA;Sedro-Woolley;Pacific Public Media,
14621;8890;KPOV;OR;;
14681;8890;KPRD;KS;Hays;The Praise Network, Inc.
15046;8890;KQFE;OR;Springfield;Family Stations, Inc.
15232;8890;KQMI;OR;Manzanita;All Classical Public Media, Inc.
15720;8890;KRFC;CO;Fort Collins;Public Radio for the Front Range,
15754;8890;KRGK;TX;Sweetwater;Grace Community Church of Amarillo,
15948;8890;KRNW;MO;Chillicothe;Northwest Missouri State University,
16110;8890;KRUC;NM;Las Cruces;World Radio Network, Inc.
16295;8890;KSBF;ID;Bonners Ferry;Bonners Ferry Baptist Church,
16373;8890;KSEF;MO;Ste. Genevieve;Board of Governors, Southeast Missouri State University
16770;8890;KSTM;IA;Indianola;Simpson College,
16854;8890;KSWS;WA;Chehalis;Washington State University,
17248;8890;KTLW;CA;Lancaster;K-LOVE, Inc.
17278;8890;KTNA;AK;Talkeetna;Talkeetna Community Radio, Inc.
17421;8890;KTSN;TX;;
17634;8890;KUAS;AZ;;
17676;8890;KUCI;CA;Irvine;Regents of the University of California,
17811;8890;KUHN;LA;;UNITED HOUMA NATION,
18099;8890;KLVM;CA;Santa Cruz;K-LOVE, Inc.
18519;8890;K205CI;AZ;;
18610;8890;KVMG;NM;Raton;RADIO BILINGUE INC,
18697;8890;KVPP;AS;Pago Pago;SHANNON J. CUMMINGS,
18968;8890;KWAA;TX;Mart;K-LOVE, Inc.
19041;8890;KWCV;AR;Walnut Ridge;Community Broadcasting, Inc.
19522;8890;KWVI;IA;Waverly;AMERICAN FAMILY ASSOCIATION,
19568;8890;KWXC;OK;Grove;Deborah S. Martin, Mrs.
19950;8890;KXLU;CA;Los Angeles;Loyola Marymount University,
20051;8890;KXPR;CA;Sacramento;California State University, Sacramento
20217;8890;KXWB;CA;Nipomo;IGLESIA DE DIOS, EL CUERPO DE CRISTO
20383;8890;KYCL;TX;;
20456;8890;KYFG;NE;Omaha;Bible Broadcasting Network, Inc.
21630;8890;KZYK;NE;Santee;Nebraska Indian Community College,
21918;8890;WAJM;NJ;Atlantic City;Atlantic City Board of Education,
22120;8890;WARG;IL;Summit;School District 217,
22603;8890;WBJV;OH;Steubenville;AMERICAN FAMILY ASSOCIATION,
22614;8890;WBKG;GA;Macon;AMERICAN FAMILY ASSOCIATION,
22654;8890;WBLU;MI;;
22655;8890;WBLU;MI;;
22986;8890;WBYO;PA;Sellersville;Four Rivers Community Broadcasting Corporation,
23000;8890;WBZC;NJ;Pemberton;Four Rivers Community Broadcasting Corporation,
23240;8890;W205CB;NY;Cayuga Heights;
23241;8890;WCIJ;NY;Unadilla;Family Life Ministries, Inc.
23256;8890;WCIY;NY;Canandaigua;Family Life Ministries, Inc.
23458;8890;WQCS;FL;Fort Pierce;Indian River State College,
23483;8890;WCRR;MI;Manistique;ChristianRadioBroadcasting.org, Inc.
23512;8890;WCSU;OH;;
23574;8890;WCVE;VA;;
23575;8890;WCVF;NY;;
23738;8890;WDBM;MI;East Lansing;Michigan State University,
23769;8890;WDCR;IL;Oreana;St. Mary's Hospital. Decatur,
24038;8890;WDNA;FL;Miami;Bascomb Memorial Broadcasting Foundation,
24211;8890;WDTR;MI;Imlay City;Michigan Community Radio,
24376;8890;WEAA;MD;Baltimore;MORGAN STATE UNIVERSITY,
24836;8890;WERS;MA;Boston;Emerson College,
25512;8890;WFRS;NY;Smithtown;Family Stations, Inc.
25524;8890;WFSE;PA;Edinboro;Pennsylvania Western University (a/k/a PennWest University),
25540;8890;WFSU;FL;;
25845;8890;WGEN;IL;;
26395;8890;WGZR;MI;Alpena;Relevant Radio, Inc.
26516;8890;WHEI;OH;Tiffin;Soaring Eagle Promotions, Inc.
26532;8890;WHEY;MI;North Muskegon;Muskegon Community Radio Service Broadcast Co., Inc.
27307;8890;WIIT;IL;Chicago;Illinois Institute of Technology,
27371;8890;WILF;AL;Monroeville;Augusta Radio Fellowship Institute, Inc.
28077;8890;WJMJ;CT;Hartford;St. Thomas Seminary,
28250;8890;WJTA;OH;Glandorf;Holy Family Communications, Inc.
28402;8890;WJYW;IN;Union City;Star Educational Media Network, Inc.
28556;8890;WKEU;GA;;
28940;8890;WKTO;FL;Edgewater;Mims Community Radio Inc,
28980;8890;WKVC;SC;North Myrtle Beach;K-LOVE, Inc.
28995;8890;WKVR;MI;Baltimore;K-LOVE, Inc.
29076;8890;WKYU;KY;;
29245;8890;WLFH;GA;Claxton;Radio Training Network Inc,
29469;8890;WLNX;IL;Lincoln;Lincoln University,
29574;8890;WLRY;OH;Rushville;Spirit Communications, Inc.
29596;8890;WLSU;WI;La Crosse;Board Of Regents, Univ. Of Wisconsin System
29715;8890;WLXJ;IN;Battle Ground;K-LOVE, Inc.
29804;8890;WMAU;MS;;
29832;8890;WMBW;TN;Chattanooga;The Moody Bible Institute of Chicago,
29859;8890;WMCX;NJ;West Long Branch;MONMOUTH UNIVERSITY,
29879;8890;WMDR;ME;;
29933;8890;WMFT;AL;Tuscaloosa;The Moody Bible Institute of Chicago,
30187;8890;WMAU;MS;;
30253;8890;WMSB;MS;Byhalia;AMERICAN FAMILY ASSOCIATION,
30263;8890;WMSL;GA;Athens;Radio Training Network Inc,
30330;8890;WMVA;VA;Painter;Friendship Cathedral Family Worship Center, Inc.
30379;8890;WMWX;OH;Miamitown;SOMERSET EDUCATIONAL BROADCASTING FOUNDATION,
30394;8890;WMXM;IL;Lake Forest;Lake Forest College,
30417;8890;WMYJ;IN;;
30864;8890;WNPO;RI;;Rhode Island PBS Foundation and The Public's Radio,
30930;8890;WNSC;SC;;
31098;8890;WNYO;NY;Oswego;State University of New York,
31371;8890;WOJB;WI;Reserve;Lac Courte Oreilles Ojibwa Public Broadcasting,
32334;8890;WPUC;PR;;
32558;8890;WQCS;FL;Fort Pierce;Indian River State College,
33253;8890;WRDL;OH;Ashland;Ashland University,
33445;8890;WRKV;NC;Raleigh;K-LOVE, Inc.
33563;8890;WRPJ;NY;Port Jervis;UNIVERSITY OF NORTHWESTERN - ST. PAUL,
33612;8890;WRRG;IL;River Grove;Triton College (Community College Dist. #504),
34048;8890;WSIA;NY;Staten Island;The College of Staten Island,
34135;8890;WSLJ;NY;Watertown;St. Lawrence University,
34181;8890;WSND;IN;;
34211;8890;WSOH;OH;Zanesfield;Soaring Eagle Promotions, Inc.
34335;8890;WSTB;OH;Streetsboro;Streetsboro City School District,
34524;8890;WTAI;TN;Union City;K-LOVE, Inc.
34912;8890;WTPG;OH;Whitehouse;Taylor University Broadcasting, Inc.
35029;8890;WTTT;IL;Springfield;COVENANT NETWORK,
35105;8890;WTWR;PA;;Family Life Ministries, Inc.
35533;8890;WUND;NC;;
35894;8890;WVBA;VT;Brattleboro;Vermont Public Co.,
36259;8890;WVEP;WV;Martinsburg;West Virginia Educational Broadcasting Authority,
36280;8890;WVPW;WV;Buckhannon;West Virginia Educational Broadcasting Authority,
36323;8890;WVRN;WI;Wittenberg;VCY America Inc,
36344;8890;WVSI;IL;Mount Vernon;Board of Trustees of Southern Illinois University,
36446;8890;WVWG;IN;Seelyville;Bethel Baptist Church,
36666;8890;WWES;NY;Mount Kisco;WAMC,
36713;8890;WWGN;IL;Ottawa;Family Worship Center Church, Inc.
36766;8890;WWIO;GA;;
36863;8890;WWMH;NJ;Bernardsville;Calvary Chapel Morris Hills,
38030;8890;WYFE;FL;Tarpon Springs;Bible Broadcasting Network, Inc.
38226;8890;WYMS;WI;Milwaukee;Milwaukee Board of School Directors,
38355;8890;WYRR;NY;Lakewood;Family Worship Center Church, Inc.
38479;8890;WYWL;IL;Harvard;2820 Communications INC,
38860;8890;WZLC;SC;Summerville;Radio Training Network Inc,
41381;8890;KAGJ;UT;;SNOW COLLEGE,
41426;8890;KAIC;AZ;Tucson;CALVARY CHAPEL OF TUCSON, INC.
41439;8890;KAIP;IA;Wapello;K-LOVE, Inc.
41446;8890;KAIW;WY;Saratoga;University of Wyoming,
41564;8890;KGFC;MT;Great Falls;Hi-Line Radio Fellowship, Inc.
41863;8890;KMIH;WA;Mercer Island;KMIH-FM,
42113;8890;KSJP;SD;Ipswich;Real Presence Radio,
42371;8890;KYLF;MO;Adrian;Community Broadcasting, Inc.
42387;8890;KYLV;OK;Oklahoma City;K-LOVE, Inc.
42409;8890;KYMR;AK;;
42461;8890;KYOR;OR;Newport;Family Stations, Inc.
42524;8890;WEIU;IL;Charleston;Eastern Illinois University,
42576;8890;WEKU;KY;Richmond;Eastern Kentucky University,
42704;8890;WEPS;IL;Elgin;Board of Education School District U-46,
43183;8890;WQRN;MN;Cook;VCY America Inc,
43216;8890;WQSU;PA;Selinsgrove;Susquehanna University,
43304;8890;WWNW;PA;New Wilmington;Westminster College,
44933;8890;WSIA;NY;Staten Island;The College of Staten Island,
45570;8890;CBC1; ?;;
45571;8890;CBC2; ?;;
45572;8890;CBCF1; ?;;
45573;8890;CBCF2; ?;;
48897;8890;WVPW;WV;Buckhannon;West Virginia Educational Broadcasting Authority,
50475;8890;CHNI;NB;;
50770;8890;CHYF;ON;;
51301;8890;CIRV;ON;;
51865;8890;CJMQ;QC;;
52020;8890;CJSI;AB;;
52576;8890;CKMW;MB;;
53526;8890;W258CU;NY;Southampton;
53539;8890;K205ER;MO;Raytown;
53587;8890;K205FZ;CO;Steamboat Springs;
53610;8890;W205CB;NY;Cayuga Heights;
53614;8890;K205FM;HI;Honolulu;
53664;8890;W205BW;NY;Paul Smiths;
53666;8890;W205BT;IN;New Albany;
53669;8890;K205CJ;OR;Prairie City;
53677;8890;K205CW;TX;;
53678;8890;K212EK;CA;Victorville;
53698;8890;K205EP;CA;Santa Clarita;
53706;8890;W205CM;WI;Manitowoc;
53723;8890;K205EG;OR;The Dalles;
53726;8890;K205BA;CO;Ridgway, Etc.;
53730;8890;K205DK;CA;Yucca Valley;
53735;8890;K205DP;NV;;
53762;8890;W205BL;MD;Frederick;
53769;8890;K205EX;NM;Clovis;
53828;8890;W205CG;WV;Charleston;
53842;8890;K205FI;OK;Ardmore;
53852;8890;K205AA;AR;Fayetteville;
53860;8890;W205CP;NC;Winston-Salem;
53918;8890;K205CK;CO;Grand Junction;
53940;8890;W205BY;NC;Lexington;
53966;8890;K205CI;AZ;;
53972;8890;K205DV;OR;La Grande;
53990;8890;K205AH;WA;Omak, Etc.;
53997;8890;K205DM;OR;Glide;
54002;8890;W205BR;NY;Elmira;
54032;8890;K205DF;WA;Enumclaw;
54065;8890;K205DT;CA;Indio;
54080;8890;K205FV;CO;Plainview;
54082;8890;K205GE;UT;St. George;
54101;8890;K205FQ;AZ;Whiteriver;
54104;8890;K205FK;UT;Price;
54149;8890;K205BC;AK;Kobuk;
54167;8890;K205BN;CA;Los Gatos;
54177;8890;W205AG;PA;Clarks Summit, Etc.;
54242;8890;K205CM;CO;Salida, Etc.;
54254;8890;K205EB;HI;;
54256;8890;K205BZ;MT;Cut Bank;
54259;8890;K205FT;WA;Yakima;
54275;8890;W205BX;AL;Eufaula;
54283;8890;K205FX;MO;St. Joseph;
54322;8890;K205BM;CA;Oakland;
54345;8890;K205EJ;CA;Chester;
54349;8890;K205EK;CA;Susanville;
54354;8890;W205CA;NC;Foxfire;
54384;8890;W205CL;PA;Meshoppen;
54391;8890;K205GH;TX;Pampa;
54396;8890;K205FP;NE;;
54495;8890;K205FE;WY;Rock Springs;
54500;8890;K205FR;TX;Victoria;
54534;8890;W205CU;SC;Clemson;
8;8910;XHPMQ;QR;;
4448;8910;KANO;HI;Hilo;Hawaii Public Radio, Inc.
4456;8910;KANW;NM;Albuquerque;Board of Education of The City of Albuquerque,
4633;8910;KAUR;SD;Sioux Falls;Augustana University,
4660;8910;KCRU;CA;Oxnard;Santa Monica College,
4666;8910;KAVY;ID;Mccall;Idaho Conference of Seventh-day Adventists, Inc.
4686;8910;KAWS;ID;Marsing;CSN International, Inc.
4803;8910;KBBF;CA;Calistoga;Bilingual Broadcasting Foundation Inc.,
4974;8910;KBHU;SD;;
5269;8910;KBTD;TX;Freer;The Worship Center of Kingsville,
5344;8910;KBWA;CO;Brush;HOPE MEDIA GROUP,
5416;8910;KBYU;UT;;
5552;8910;KCEA;CA;Atherton;Sequoia Union High School District,
5585;8910;KCFH;CA;Two Harbors;Common Frequency, Inc.
5689;8910;KCJH;CA;Livingston;Your Christian Companion Network, Inc.
5736;8910;KCLC;MO;St. Charles;Lindenwood University,
5910;8910;KCRU;CA;Oxnard;Santa Monica College,
5934;8910;WBSU;NY;Brockport;State University of New York,
6132;8910;KDAI;NE;Scottsbluff;K-LOVE, Inc.
6854;8910;KECC;CO;La Junta;The Colorado College,
7114;8910;KECC;CO;La Junta;The Colorado College,
7182;8910;KEOS;TX;College Station;Brazos Educational Radio,
7480;8910;KFAE;WA;;
7644;8910;K206DK;AZ;Bullhead City;
8457;8910;KGLZ;MT;East Helena;Board of Regents-MT Univ. System,
